Player,Year,Team,Position_SIndC,GP_SIndC,TOI_SIndC,Goals_SIndC,Total_Assists_SIndC,First_Assists_SIndC,Second_Assists_SIndC,Total_Points_SIndC,IPP_SIndC,Shots_SIndC,SHPer_SIndC,iCF_SIndC,iFF_SIndC,iSCF_SIndC,iHDCF_SIndC,Rush_Attempts_SIndC,Rebounds_Created_SIndC,PIM_SIndC,Total_Penalties_SIndC,Minor_SIndC,Major_SIndC,Misconduct_SIndC,Penalties_Drawn_SIndC,Giveaways_SIndC,Takeaways_SIndC,Hits_SIndC,Hits_Taken_SIndC,Shots_Blocked_SIndC,Faceoffs_Won_SIndC,Faceoffs_Lost_SIndC,Faceoffs_Per_SIndC,Position_PPIndC,GP_PPIndC,TOI_PPIndC,Goals_PPIndC,Total_Assists_PPIndC,First_Assists_PPIndC,Second_Assists_PPIndC,Total_Points_PPIndC,IPP_PPIndC,Shots_PPIndC,SHPer_PPIndC,iCF_PPIndC,iFF_PPIndC,iSCF_PPIndC,iHDCF_PPIndC,Rush_Attempts_PPIndC,Rebounds_Created_PPIndC,PIM_PPIndC,Total_Penalties_PPIndC,Minor_PPIndC,Major_PPIndC,Misconduct_PPIndC,Penalties_Drawn_PPIndC,Giveaways_PPIndC,Takeaways_PPIndC,Hits_PPIndC,Hits_Taken_PPIndC,Shots_Blocked_PPIndC,Faceoffs_Won_PPIndC,Faceoffs_Lost_PPIndC,Faceoffs_Per_PPIndC,Position,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,IPP,Shots,SHPer,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Per,Position_PkIndR,GP_PkIndR,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per,Position_PPIndR,GP_PPIndR,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per,Position_SIndR,GP_SIndR,TOI_SIndR,TOI_GP,CF_60,CA_60,CFPer,FF_60,FA_60,FFPer,SF_60,SA_60,SFPer,GF_60,GA_60,GFPer,SCF_60,SCA_60,SCFPer,HDCF_60,HDCA_60,HDCFPer,HDGF_60,HDGA_60,HDGFPer,MDCF_60,MDCA_60,MDCFPer,MDGF_60,MDGA_60,MDGFPer,LDCF_60,LDCA_60,LDCFPer,LDGF_60,LDGA_60,LDGFPer,On-Ice SHPer,On-Ice SVPer,PDO,Off. Zone Faceoffs_60,Neu. Zone Faceoffs_60,Def. Zone Faceoffs_60,OnTFStarts_60,OffZoneStartPer,OffZoneFaceoffs_60,NeuZoneFaceoffs_60,DefZoneFaceoffs_60,Off. Zone Faceoff Per,Position_Bios,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
Adam McQuaid,2018,BOS,D,38.0,514.21666666667,1.0,3.0,0.0,3.0,4.0,22.22,39.0,2.56,74.0,53.0,9.0,1.0,0.0,2.0,35.0,13.0,10.0,3.0,0.0,4.0,10.0,5.0,75.0,55.0,39.0,0.0,0.0,-,D,38.0,0.65,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,38.0,81.85,0.0,0.0,0.0,0.0,0.0,0.00,0.0,-,1.0,0.0,1.0,0.0,0.0,1.0,12.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,5.0,1.0,17.0,0.0,0.0,-,D,38.0,81.85,2.1539473680000003,10.26,98.96,9.4,8.8,72.57,10.81,7.33,51.31,12.5,0.73,2.93,20,4.4,49.11,8.22,2.2,16.86,11.54,0.73,0.73,50,2.93,43.01,6.38,0.0,1.95,0,3.18,66.71,4.55,0.0,1.06,0,10,94.29,1.043,0.73,7.33,35.19,30.79,2.04,2.2,14.66,51.31,4.11,D,38.0,0.65,0.017105263,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,0.0,0.0,0.0,369.23,-,0.0,0.0,0.0,-,D,38.0,596.7166667,15.70307018,51.68,61.44,45.69,38.31,45.85,45.52,27.85,31.17,47.19,1.91,2.41,44.19,23.13,28.36,44.92,7.84,11.16,41.27,0.7,1.31,35,20.38,22.93,47.06,0.94,0.8,53.85,33.99,40.81,45.44,0.58,0.73,44.44,6.86,92.26,0.991,10.96,13.47,10.26,48.97,51.66,20.81,21.12,19.61,51.49,D,32.0,10/12/86,Charlottetown,PE,CAN,CAN,76.0,210.0,2005,CBJ,2,25,55
Adam Pelech,2018,NYI,D,78.0,1302.1166666667,3.0,13.0,4.0,9.0,16.0,25.81,101.0,2.97,216.0,142.0,43.0,12.0,3.0,7.0,28.0,14.0,14.0,0.0,0.0,5.0,37.0,28.0,94.0,120.0,114.0,0.0,0.0,-,D,78.0,24.816666666667,0.0,2.0,1.0,1.0,2.0,66.67,4.0,0.00,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-,D,78.0,176.45,0.0,1.0,1.0,0.0,1.0,50.00,1.0,0.00,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,3.0,28.0,0.0,0.0,-,D,78.0,176.45,2.262179487,13.26,126.15,9.51,10.2,100.31,9.23,7.82,74.81,9.47,0.68,10.54,6.06,5.78,69.71,7.66,2.72,27.2,9.09,0.34,4.76,6.67,4.08,56.67,6.72,0.45,3.63,11.11,4.42,79.08,5.29,0.0,4.42,0,8.7,85.91,0.946,0.34,5.1,39.1,31.62,0.86,1.36,10.88,66.31,2.01,D,78.0,24.81666667,0.318162393,65.28,12.09,84.38,45.94,12.09,79.17,36.27,12.09,75,7.25,0.0,100,31.43,2.42,92.86,14.51,2.42,85.71,4.84,0.0,100,22.57,0.0,100,3.22,0.0,100,38.42,6.98,84.62,0.0,0.0,-,20,100,1.2,12.09,24.18,2.42,72.53,83.33,19.34,26.6,2.42,88.89,D,78.0,1503.383333,19.2741453,50.77,67.37,42.97,37.28,50.69,42.38,27.3,37.64,42.04,2.67,3.51,43.23,24.9,33.32,42.77,11.06,13.73,44.61,1.44,2.0,41.86,18.47,26.13,41.41,1.22,0.9,57.5,29.98,43.35,40.88,0.23,1.21,16,9.8,90.67,1.005,4.67,11.73,13.05,43.9,26.35,12.29,19.6,26.34,31.82,D,24.0,8/16/94,Toronto,ON,CAN,CAN,75.0,218.0,2012,NYI,3,4,65
Adrian Kempe,2018,L.A,L,81.0,982.9166666666699,15.0,17.0,8.0,9.0,32.0,72.73,105.0,14.29,183.0,142.0,102.0,33.0,5.0,7.0,40.0,19.0,19.0,0.0,0.0,8.0,27.0,25.0,91.0,65.0,18.0,231.0,376.0,38.06,L,81.0,89.96666666666701,1.0,4.0,2.0,2.0,5.0,62.50,14.0,7.14,29.0,19.0,16.0,7.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,32.0,44.0,42.11,L,81.0,6.933333333333301,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L,81.0,6.933333332999999,0.08559670800000001,34.62,77.88,30.77,25.96,60.58,30,17.31,43.27,28.57,0.0,8.65,0,17.31,43.27,28.57,8.65,17.31,33.33,0.0,0.0,-,11.54,34.62,25,0.0,0.0,-,12.5,50.0,20,0.0,12.5,0,0,80,0.8,8.65,0.0,8.65,138.46,50,8.65,8.65,8.65,50,L,81.0,89.96666667,1.110699588,97.37,22.01,81.56,71.36,20.67,77.54,53.35,18.01,74.77,5.34,1.33,80,42.68,9.34,82.05,24.68,4.0,86.05,2.0,1.33,60,24.01,7.11,77.14,0.0,0.0,-,71.29,4.82,93.67,4.82,0.0,100,10,92.59,1.026,30.68,12.0,1.33,44.68,95.83,47.35,14.67,3.33,93.42,L,81.0,1079.816667,13.33106996,59.45,57.51,50.83,44.45,45.12,49.63,30.89,31.78,49.29,2.89,1.89,60.47,26.45,27.39,49.12,9.17,11.45,44.47,1.33,1.11,54.55,23.04,21.26,52.01,0.89,0.67,57.14,39.17,35.07,52.76,1.12,0.4,73.68,9.35,94.06,1.034,15.22,14.56,3.56,55.73,81.07,24.34,19.23,9.78,71.34,L,22.0,9/13/96,Kramfors,,SWE,SWE,74.0,201.0,2014,L.A,1,29,29
Alan Quine,2018,NYI,C,21.0,237.9,0.0,3.0,2.0,1.0,3.0,37.50,14.0,0.00,30.0,19.0,17.0,8.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,4.0,32.0,18.0,7.0,37.0,59.0,38.54,C,21.0,1.8166666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.00,C,21.0,6.7333333333333005,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,40.00,C,21.0,6.733333332999999,0.320634921,8.91,151.49,5.56,8.91,89.11,9.09,8.91,71.29,11.11,0.0,0.0,-,0.0,26.73,0,0.0,8.91,0,0.0,0.0,-,0.0,23.76,0,0.0,0.0,-,0.0,154.46,0,0.0,0.0,-,0,100,1,0.0,0.0,44.55,80.2,0,0.0,0.0,53.47,0,C,21.0,1.8166666669999998,0.086507937,33.03,0.0,100,33.03,0.0,100,33.03,0.0,100,0.0,0.0,-,33.03,0.0,100,33.03,0.0,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0,-,0,0.0,33.03,0.0,132.11,-,33.03,33.03,0.0,100,C,21.0,246.45,11.73571429,43.82,72.06,37.82,33.11,56.73,36.86,27.02,40.17,40.22,1.95,2.43,44.44,21.67,33.11,39.56,9.25,13.88,40,0.97,1.22,44.44,16.56,25.64,39.23,0.97,0.65,60,26.02,49.94,34.26,0.35,1.05,25,7.21,93.94,1.011,8.52,12.66,8.03,47.47,51.47,14.61,19.23,18.02,44.78,C,25.0,2/25/93,Belleville,ON,CAN,CAN,72.0,203.0,2013,NYI,6,15,166
Alec Martinez,2018,L.A,D,77.0,1427.1666666667002,7.0,6.0,4.0,2.0,13.0,22.03,79.0,8.86,167.0,112.0,42.0,9.0,2.0,5.0,32.0,16.0,16.0,0.0,0.0,2.0,62.0,8.0,89.0,125.0,157.0,0.0,1.0,0.00,D,77.0,150.06666666667,2.0,9.0,6.0,3.0,11.0,55.00,22.0,9.09,51.0,31.0,14.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,11.0,3.0,0.0,0.0,-,D,77.0,183.18333333333,0.0,1.0,0.0,1.0,1.0,50.00,10.0,0.00,11.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,7.0,0.0,46.0,0.0,0.0,-,D,77.0,183.18333330000002,2.3790043290000003,17.36,100.23,14.76,15.72,67.15,18.97,13.43,48.48,21.69,0.66,5.9,10,6.88,55.68,10.99,2.95,20.96,12.33,0.33,1.97,14.29,5.24,46.29,10.17,0.0,3.06,0,7.1,60.56,10.49,0.47,2.37,16.67,4.88,87.84,0.927,1.31,3.6,28.82,47.17,4.35,2.62,8.19,40.62,6.06,D,77.0,150.06666669999998,1.948917749,109.95,18.79,85.4,82.36,16.39,83.4,59.17,13.99,80.87,8.0,1.2,86.96,53.18,6.8,88.67,26.79,2.4,91.78,4.8,0.8,85.71,35.18,5.86,85.71,0.53,0.53,50,73.92,6.35,92.09,3.47,0.0,100,13.51,91.43,1.049,31.59,8.8,1.2,25.59,96.34,56.77,13.99,4.8,92.21,D,77.0,1760.4166670000002,22.86255411,54.53,62.2,46.72,40.29,45.09,47.19,28.77,31.87,47.44,2.76,2.59,51.59,24.68,30.23,44.94,9.92,11.11,47.16,1.64,1.16,58.54,19.68,25.49,43.56,0.64,1.23,34.15,35.84,37.56,48.83,0.79,0.69,53.33,9.6,91.87,1.015,9.68,9.03,9.61,45.91,50.18,20.14,16.26,19.8,50.43,D,31.0,7/26/87,Rochester Hills,MI,USA,USA,73.0,209.0,2007,L.A,4,4,95
Aleksander Barkov,2018,FLA,C,79.0,1335.9666666667,17.0,39.0,21.0,18.0,56.0,70.00,185.0,9.19,271.0,226.0,163.0,65.0,7.0,20.0,8.0,4.0,4.0,0.0,0.0,20.0,49.0,71.0,30.0,92.0,57.0,738.0,628.0,54.03,C,79.0,267.56666666667,5.0,12.0,6.0,6.0,17.0,54.84,56.0,8.93,87.0,75.0,69.0,32.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,4.0,0.0,15.0,0.0,105.0,92.0,53.30,C,79.0,138.51666666667,5.0,0.0,0.0,0.0,5.0,100.00,15.0,33.33,18.0,18.0,14.0,9.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,10.0,65.0,69.0,48.51,C,79.0,138.5166667,1.753375527,20.36,109.59,15.67,19.06,89.23,17.6,14.29,68.01,17.37,2.17,3.03,41.67,12.56,45.05,21.8,5.63,19.06,22.81,1.3,1.3,50,9.24,34.65,21.05,0.58,1.73,25,8.76,90.72,8.81,0.0,0.63,0,15.15,95.54,1.107,0.43,6.06,51.98,44.18,0.83,2.6,8.66,70.61,3.55,C,79.0,267.5666667,3.386919831,114.14,15.7,87.91,87.68,13.9,86.31,61.89,12.11,83.64,6.95,0.67,91.18,62.12,7.62,89.07,22.87,3.81,85.71,4.04,0.22,94.74,52.32,5.08,91.15,2.99,0.3,90.91,71.26,5.51,92.83,0.97,0.32,75,11.23,94.44,1.057,31.62,8.07,0.45,6.28,98.6,58.98,13.68,2.02,96.69,C,79.0,1743.5333329999999,22.07004219,67.14,55.65,54.68,52.41,43.02,54.92,38.3,31.76,54.67,3.99,2.86,58.29,34.21,24.78,57.99,13.21,11.05,54.47,2.03,1.58,56.19,27.99,18.31,60.46,1.47,1.06,58.18,41.06,35.84,53.39,1.09,0.45,70.97,10.42,91.01,1.014,12.63,13.46,14.63,33.14,46.34,23.47,20.51,26.88,46.62,C,23.0,9/2/95,Tampere,,FIN,FIN,75.0,213.0,2013,FLA,1,2,2
Ales Hemsky,2018,MTL,R,7.0,51.3,0.0,0.0,0.0,0.0,0.0,-,5.0,0.00,9.0,8.0,3.0,3.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,9.0,2.0,0.0,0.0,-,R,7.0,18.033333333333,0.0,0.0,0.0,0.0,0.0,0.00,0.0,-,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00,R,7.0,0.11666666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R,7.0,0.11666666699999999,0.016666667,0.0,1028.57,0,0.0,1028.57,0,0.0,1028.57,0,0.0,514.29,0,0.0,1028.57,0,0.0,514.29,0,0.0,514.29,0,0.0,685.71,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,50,0.5,0.0,0.0,0.0,1028.57,-,0.0,0.0,0.0,-,R,7.0,18.03333333,2.576190476,119.78,3.33,97.3,96.49,3.33,96.67,73.2,3.33,95.65,3.33,0.0,100,59.89,0.0,100,23.29,0.0,100,3.33,0.0,100,48.8,0.0,100,0.0,0.0,-,76.89,0.0,100,0.0,0.0,-,4.55,100,1.045,33.27,0.0,0.0,33.27,100,53.23,3.33,0.0,100,R,7.0,69.45,9.921428571,70.84,43.2,62.12,53.56,32.83,62.0,39.74,21.6,64.79,0.86,1.73,33.33,28.51,19.01,60.0,12.1,8.64,58.33,0.86,1.73,33.33,21.89,13.82,61.29,0.0,0.0,-,49.92,28.7,63.49,0.0,0.0,-,2.17,92.0,0.9420000000000001,18.14,11.23,7.78,47.52,70,35.42,16.41,14.69,70.69,R,35.0,8/13/83,Pardubice,,CZE,CZE,72.0,177.0,2001,EDM,1,13,13
Alex Biega,2018,VAN,D,44.0,624.31666666667,1.0,7.0,4.0,3.0,8.0,42.11,78.0,1.28,148.0,104.0,55.0,15.0,5.0,6.0,30.0,15.0,15.0,0.0,0.0,4.0,18.0,8.0,117.0,82.0,46.0,0.0,0.0,-,D,44.0,1.9166666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,44.0,34.666666666667,0.0,1.0,0.0,1.0,1.0,50.00,1.0,0.00,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,9.0,0.0,7.0,0.0,0.0,-,D,44.0,34.66666667,0.787878788,24.23,72.69,25,22.5,51.92,30.23,19.04,39.81,32.35,3.46,5.19,40,12.12,38.08,24.14,10.38,12.12,46.15,3.46,3.46,50,2.31,34.62,6.25,0.0,2.31,0,15.0,50.0,23.08,0.0,0.0,-,18.18,86.96,1.051,0.0,10.38,10.38,76.15,0,0.0,19.04,17.31,0,D,44.0,1.9166666669999999,0.043560605999999995,31.3,0.0,100,31.3,0.0,100,31.3,0.0,100,0.0,0.0,-,31.3,0.0,100,0.0,0.0,-,0.0,0.0,-,41.74,0.0,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0,-,0,0.0,31.3,0.0,156.52,-,0.0,31.3,0.0,-,D,44.0,660.9,15.02045455,55.65,56.83,49.48,43.21,42.58,50.37,30.87,31.05,49.85,1.91,1.91,50,27.33,27.51,49.83,11.62,11.26,50.79,1.27,1.0,56,20.94,21.67,49.15,0.24,0.48,33.33,34.09,37.9,47.36,0.66,0.79,45.45,6.18,93.86,1.0,7.72,13.07,7.63,49.84,50.3,17.25,19.43,17.88,49.1,D,30.0,4/4/88,Montreal,QC,CAN,CAN,70.0,199.0,2006,BUF,5,24,147
Alex Broadhurst,2018,CBJ,C,2.0,19.25,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,3.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-,C,2.0,0.83333333333333,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,2.0,0.833333333,0.41666666700000005,72.0,0.0,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,104.0,0.0,100,0.0,0.0,-,-,-,-,0.0,0.0,0.0,72.0,-,0.0,0.0,0.0,-,C,2.0,20.08333333,10.04166667,83.65,44.81,65.12,62.74,26.89,70.0,47.8,5.98,88.89,0.0,0.0,-,44.81,20.91,68.18,8.96,8.96,50,0.0,0.0,-,47.8,15.93,75,0.0,0.0,-,43.15,30.21,58.82,0.0,0.0,-,0.0,100.0,1.0,5.98,2.99,8.96,56.76,40,23.9,5.98,17.93,57.14,C,25.0,3/7/93,New Lenox,IL,USA,USA,72.0,178.0,2011,CHI,7,18,199
Alex Chiasson,2018,WSH,R,61.0,578.16666666667,7.0,7.0,5.0,2.0,14.0,51.85,40.0,17.50,71.0,53.0,46.0,27.0,3.0,3.0,14.0,7.0,7.0,0.0,0.0,3.0,14.0,27.0,55.0,73.0,21.0,9.0,21.0,30.00,R,61.0,38.0,1.0,0.0,0.0,0.0,1.0,100.00,10.0,10.00,11.0,10.0,10.0,6.0,0.0,1.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,33.33,R,61.0,101.53333333333,1.0,2.0,2.0,0.0,3.0,100.00,9.0,11.11,10.0,10.0,9.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,8.0,1.0,7.0,12.50,R,61.0,101.5333333,1.664480874,14.77,115.23,11.36,14.77,88.05,14.37,13.0,67.37,16.18,1.77,9.46,15.79,8.27,59.09,12.28,4.14,28.37,12.73,1.77,4.73,27.27,5.52,40.97,11.86,0.0,3.15,0,3.41,74.26,4.4,0.0,3.41,0,13.64,85.96,0.996,0.59,9.46,48.46,38.41,1.2,2.95,13.0,60.87,4.63,R,61.0,38.0,0.62295082,91.58,15.79,85.29,66.32,14.21,82.35,56.84,12.63,81.82,1.58,0.0,100,44.21,7.89,84.85,15.79,1.58,90.91,1.58,0.0,100,37.89,8.42,81.82,0.0,0.0,-,68.42,9.12,88.24,0.0,0.0,-,2.78,100,1.028,23.68,9.47,0.0,63.16,100,31.58,12.63,3.16,90.91,R,61.0,717.7,11.76557377,45.14,65.88,40.66,32.85,50.41,39.46,23.99,36.37,39.75,2.59,3.76,40.79,21.57,32.44,39.94,8.86,14.8,37.46,1.59,2.17,42.22,16.94,23.52,41.87,0.33,1.11,23.08,28.86,39.37,42.3,0.85,0.85,50,10.8,89.66,1.005,8.61,15.13,14.63,41.3,37.05,14.46,21.4,23.58,38.02,R,28.0,10/1/90,Montreal,QC,CAN,CAN,76.0,208.0,2009,DAL,2,8,38
Alex DeBrincat,2018,CHI,R,82.0,1034.6166666667,22.0,18.0,11.0,7.0,40.0,66.67,151.0,14.57,291.0,210.0,176.0,46.0,6.0,10.0,6.0,3.0,3.0,0.0,0.0,12.0,21.0,30.0,37.0,95.0,24.0,22.0,30.0,42.31,R,82.0,167.26666666667,6.0,6.0,4.0,2.0,12.0,75.00,29.0,20.69,66.0,41.0,29.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,7.0,0.0,3.0,4.0,42.86,R,82.0,11.883333333333,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-,R,82.0,11.88333333,0.144918699,15.15,100.98,13.04,15.15,90.88,14.29,15.15,55.54,21.43,0.0,5.05,0,5.05,65.64,7.14,5.05,40.39,11.11,0.0,5.05,0,0.0,33.66,0,0.0,0.0,-,14.59,51.05,22.22,0.0,0.0,-,0,90.91,0.909,0.0,5.05,10.1,85.83,0,0.0,20.2,10.1,0,R,82.0,167.2666667,2.039837398,98.29,18.29,84.31,66.0,17.22,79.31,45.91,14.35,76.19,5.74,1.43,80,40.53,8.97,81.88,12.91,6.1,67.92,2.87,0.36,88.89,36.83,3.83,90.59,2.39,0.0,100,76.68,4.66,94.27,1.55,1.04,60,12.5,90,1.025,27.26,3.59,1.79,34.79,93.83,39.82,7.89,3.23,92.5,R,82.0,1213.766667,14.80203252,69.9,50.82,57.9,48.1,38.66,55.44,35.39,30.06,54.08,3.76,2.72,58.02,32.48,23.93,57.58,9.94,12.11,45.07,1.68,1.38,54.84,30.06,15.75,65.61,1.78,0.66,72.97,45.84,30.63,59.94,1.0,0.86,53.85,10.61,90.95,1.016,15.03,12.11,7.32,42.76,67.26,26.2,19.43,14.98,63.63,R,21.0,12/18/97,Farmington Hills,MI,USA,USA,67.0,165.0,2016,CHI,2,9,39
Alex Formenton,2018,OTT,L,1.0,4.9,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,1.0,4.9,4.9,48.98,97.96,33.33,36.73,85.71,30.0,12.24,61.22,16.67,0.0,0.0,-,0.0,48.98,0.0,0.0,48.98,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,70.75,53.06,57.14,0.0,0.0,-,0.0,100.0,1.0,12.24,0.0,0.0,73.47,100,24.49,0.0,0.0,100.0,L,19.0,9/13/99,Barrie,ON,CAN,CAN,74.0,165.0,2017,OTT,2,16,47
